"","firm","longitude","latitude","collected"
"9656","starbucks",-87.665875,41.937434,2008
"9657","starbucks",-87.667646,41.561328,2008
"9658","starbucks",-87.668152,41.976529,2008
"9659","starbucks",-87.670108,41.902997,2008
"9660","starbucks",-87.670493,41.706272,2008
"9661","starbucks",-87.671171,41.932753,2008
"9662","starbucks",-87.671185,41.943235,2008
"9663","starbucks",-87.672615,41.925191,2008
"9664","starbucks",-87.6731,42.0571,2008
"9665","starbucks",-87.674148,41.834073,2008
"9666","starbucks",-87.674633,41.927551,2008
"9667","starbucks",-87.675532,37.961281,2008
"9668","starbucks",-87.676044,41.961505,2008
"9669","starbucks",-87.677662,41.910234,2008
"9670","starbucks",-87.677898,41.895881,2008
"9671","starbucks",-87.678843,42.034022,2008
"9672","starbucks",-87.67916,41.954797,2008
"9673","starbucks",-87.679451,41.94293,2008
"9674","starbucks",-87.680211,42.04111,2008
"9675","starbucks",-87.680311,42.004271,2008
"9676","starbucks",-87.680394,41.917519,2008
"9677","starbucks",-87.681811,41.556304,2008
"9678","starbucks",-87.681818,42.049868,2008
"9679","starbucks",-87.681843,41.928103,2008
"9680","starbucks",-87.682942,30.303167,2008
"9681","starbucks",-87.683032,41.93925,2008
"9682","starbucks",-87.683109,41.990617,2008
"9683","starbucks",-87.683318,30.431574,2008
"9684","starbucks",-87.685307,41.92937,2008
"9685","starbucks",-87.685903,41.96465,2008
"9686","starbucks",-87.697212,42.019396,2008
"9687","starbucks",-87.69733,44.079327,2008
"9688","starbucks",-87.697466,41.927682,2008
"9689","starbucks",-87.700285,42.086416,2008
"9690","starbucks",-87.701173,41.68425,2008
"9691","starbucks",-87.701659,41.946651,2008
"9692","starbucks",-87.702697,42.068347,2008
"9693","starbucks",-87.702731,42.064281,2008
"9694","starbucks",-87.704444,42.019244,2008
"9695","starbucks",-87.706602,42.01919,2008
"9696","starbucks",-87.707366,42.033166,2008
"9697","starbucks",-87.708359,41.964228,2008
"9698","starbucks",-87.710121,41.975886,2008
"9699","starbucks",-87.7103,42.077495,2008
"9700","starbucks",-87.710406,41.992362,2008
"9701","starbucks",-87.71167,42.004776,2008
"9702","starbucks",-87.718704,41.5205,2008
"9703","starbucks",-87.722974,43.755655,2008
"9704","starbucks",-87.723639,41.812691,2008
"9705","starbucks",-87.7242,41.720435,2008
"9706","starbucks",-87.726876,42.064396,2008
"9707","starbucks",-87.728064,41.968954,2008
"9708","starbucks",-87.730649,41.506231,2008
"9709","starbucks",-87.73098,42.040919,2008
"9710","starbucks",-87.732803,41.990093,2008
"9711","starbucks",-87.735176,42.106526,2008
"9712","starbucks",-87.737614,42.011792,2008
"9713","starbucks",-87.737687,41.953492,2008
"9714","starbucks",-87.738236,41.653414,2008
"9715","starbucks",-87.740119,41.705414,2008
"9716","starbucks",-87.741548,41.751341,2008
"9717","starbucks",-87.741978,41.839684,2008
"9718","starbucks",-87.742756,41.807371,2008
"9719","starbucks",-87.744401,41.77392,2008
"9720","starbucks",-87.750349,41.719912,2008
"9721","starbucks",-87.751187,42.061766,2008
"9722","starbucks",-87.751747,42.040738,2008
"9723","starbucks",-87.754524,43.717735,2008
"9724","starbucks",-87.755845,42.079517,2008
"9725","starbucks",-87.759373,42.134276,2008
"9726","starbucks",-87.761971,36.078336,2008
"9727","starbucks",-87.762743,42.079854,2008
"9728","starbucks",-87.76347,43.717365,2008
"9729","starbucks",-87.764111,41.997643,2008
"9730","starbucks",-87.770147,42.101664,2008
"9731","starbucks",-87.770699,42.011986,2008
"9732","starbucks",-87.771618,42.100505,2008
"9733","starbucks",-87.777521,41.660972,2008
"9734","starbucks",-87.782045,41.888213,2008
"9735","starbucks",-87.782639,42.012032,2008
"9736","starbucks",-87.786908,41.930946,2008
"9737","starbucks",-87.787525,41.995865,2008
"9738","starbucks",-87.788737,41.930929,2008
"9739","starbucks",-87.789217,41.719442,2008
"9740","starbucks",-87.791539,42.136949,2008
"9741","starbucks",-87.791933,41.602234,2008
"9742","starbucks",-87.793371,41.888588,2008
"9743","starbucks",-87.794937,42.040783,2008
"9744","starbucks",-87.797048,41.543886,2008
"9745","starbucks",-87.797203,41.675318,2008
"9746","starbucks",-87.798353,42.08024,2008
"9747","starbucks",-87.798984,42.148759,2008
"9748","starbucks",-87.799251,41.746461,2008
"9749","starbucks",-87.800053,42.185382,2008
"9750","starbucks",-87.802476,41.88867,2008
"9751","starbucks",-87.80274,41.909226,2008
"9752","starbucks",-87.802808,42.185751,2008
"9753","starbucks",-87.805352,41.888014,2008
"9754","starbucks",-87.806094,41.879649,2008
"9755","starbucks",-87.807262,41.953338,2008
"9756","starbucks",-87.80779,41.85024,2008
"9757","starbucks",-87.817284,42.15194,2008
"9758","starbucks",-87.818575,42.080325,2008
"9759","starbucks",-87.820162,42.217012,2008
"9760","starbucks",-87.82298,42.08795,2008
"9761","starbucks",-87.824407,42.171006,2008
"9762","starbucks",-87.825092,42.621726,2008
"9763","starbucks",-87.827413,42.131412,2008
"9764","starbucks",-87.828157,41.985437,2008
"9765","starbucks",-87.828261,42.009649,2008
"9766","starbucks",-87.832345,41.815795,2008
"9767","starbucks",-87.8335,41.6227,2008
"9768","starbucks",-87.835678,42.052168,2008
"9769","starbucks",-87.835964,41.935725,2008
"9770","starbucks",-87.836634,42.154438,2008
"9771","starbucks",-87.836635,41.987447,2008
"9772","starbucks",-87.839588,41.981051,2008
"9773","starbucks",-87.84134,42.252769,2008
"9774","starbucks",-87.8446,42.1271,2008
"9775","starbucks",-87.845057,42.167202,2008
"9776","starbucks",-87.84775,41.66457,2008
"9777","starbucks",-87.848095,41.602531,2008
"9778","starbucks",-87.848478,42.719084,2008
"9779","starbucks",-87.849031,42.103922,2008
"9780","starbucks",-87.84912,41.506336,2008
"9781","starbucks",-87.849434,41.509995,2008
"9782","starbucks",-87.850741,41.617065,2008
"9783","starbucks",-87.850903,41.162052,2008
"9784","starbucks",-87.85148,41.170464,2008
"9785","starbucks",-87.85188,30.667353,2008
"9786","starbucks",-87.85191,41.853237,2008
"9787","starbucks",-87.85281,41.602847,2008
"9788","starbucks",-87.852885,41.851663,2008
"9789","starbucks",-87.853155,42.698737,2008
"9790","starbucks",-87.8558,42.566344,2008
"9791","starbucks",-87.861888,42.198121,2008
"9792","starbucks",-87.863017,41.992439,2008
"9793","starbucks",-87.86965,41.814045,2008
"9794","starbucks",-87.87116,41.955468,2008
"9795","starbucks",-87.873652,41.162765,2008
"9796","starbucks",-87.874222,42.22461,2008
"9797","starbucks",-87.878105,43.064806,2008
"9798","starbucks",-87.878494,42.279641,2008
"9799","starbucks",-87.880736,41.950847,2008
"9800","starbucks",-87.881364,42.138445,2008
"9801","starbucks",-87.882866,41.867756,2008
"9802","starbucks",-87.882925,42.370958,2008
"9803","starbucks",-87.883274,42.988467,2008
"9804","starbucks",-87.884266,42.005207,2008
"9805","starbucks",-87.886559,41.159603,2008
"9806","starbucks",-87.887406,43.093132,2008
"9807","starbucks",-87.88749,41.769912,2008
"9808","starbucks",-87.888712,41.907522,2008
"9809","starbucks",-87.889364,41.803512,2008
"9810","starbucks",-87.8895,41.5959,2008
"9811","starbucks",-87.8908,41.9768,2008
"9812","starbucks",-87.892,41.9762,2008
"9813","starbucks",-87.892761,43.05277,2008
"9814","starbucks",-87.894393,42.027388,2008
"9815","starbucks",-87.895219,41.60057,2008
"9816","starbucks",-87.896335,41.97807,2008
"9817","starbucks",-87.896335,41.97807,2008
"9818","starbucks",-87.896335,41.97807,2008
"9819","starbucks",-87.896335,41.97807,2008
"9820","starbucks",-87.896335,41.97807,2008
"9821","starbucks",-87.896335,41.97807,2008
"9822","starbucks",-87.896335,41.97807,2008
"9823","starbucks",-87.896335,41.97807,2008
"9824","starbucks",-87.896335,41.97807,2008
"9825","starbucks",-87.896335,41.97807,2008
"9826","starbucks",-87.896335,41.97807,2008
"9827","starbucks",-87.896335,41.97807,2008
"9828","starbucks",-87.89634,41.978073,2008
"9829","starbucks",-87.900673,41.834404,2008
"9830","starbucks",-87.902348,42.311163,2008
"9831","starbucks",-87.90244,41.808556,2008
"9832","starbucks",-87.902712,42.341535,2008
"9833","starbucks",-87.905422,43.048184,2008
"9834","starbucks",-87.905529,42.254446,2008
"9835","starbucks",-87.906693,43.11854,2008
"9836","starbucks",-87.90723,41.786106,2008
"9837","starbucks",-87.90836,43.03432,2008
"9838","starbucks",-87.909612,42.94786,2008
"9839","starbucks",-87.910083,43.042902,2008
"9840","starbucks",-87.910581,42.144319,2008
"9841","starbucks",-87.911201,43.176667,2008
"9842","starbucks",-87.911562,42.982767,2008
"9843","starbucks",-87.912219,42.882544,2008
"9844","starbucks",-87.912634,42.880633,2008
"9845","starbucks",-87.918061,41.817459,2008
"9846","starbucks",-87.918202,43.038112,2008
"9847","starbucks",-87.92087,42.016999,2008
"9848","starbucks",-87.920979,41.507298,2008
"9849","starbucks",-87.9213,30.667255,2008
"9850","starbucks",-87.924264,43.218325,2008
"9851","starbucks",-87.925394,43.321102,2008
"9852","starbucks",-87.927237,42.565859,2008
"9853","starbucks",-87.927628,42.565609,2008
"9854","starbucks",-87.927699,42.180202,2008
"9855","starbucks",-87.928243,41.81525,2008
"9856","starbucks",-87.92834,41.767868,2008
"9857","starbucks",-87.929078,41.802382,2008
"9858","starbucks",-87.931435,41.634815,2008
"9859","starbucks",-87.933,41.7502,2008
"9860","starbucks",-87.933715,43.039207,2008
"9861","starbucks",-87.93379,41.832565,2008
"9862","starbucks",-87.937554,42.081279,2008
"9863","starbucks",-87.938335,41.932684,2008
"9864","starbucks",-87.938744,42.064793,2008
"9865","starbucks",-87.938837,42.222148,2008
"9866","starbucks",-87.938985,41.512503,2008
"9867","starbucks",-87.939645,41.960374,2008
"9868","starbucks",-87.940288,42.379397,2008
"9869","starbucks",-87.942596,42.872468,2008
"9870","starbucks",-87.94454,41.758553,2008
"9871","starbucks",-87.948503,41.849425,2008
"9872","starbucks",-87.94875,42.56652,2008
"9873","starbucks",-87.949175,42.988474,2008
"9874","starbucks",-87.949726,42.925767,2008
"9875","starbucks",-87.952207,42.277509,2008
"9876","starbucks",-87.952819,41.845802,2008
"9877","starbucks",-87.954482,41.795493,2008
"9878","starbucks",-87.956226,42.383512,2008
"9879","starbucks",-87.956945,42.239016,2008
"9880","starbucks",-87.957672,42.240368,2008
"9881","starbucks",-87.958217,42.388219,2008
"9882","starbucks",-87.958636,42.139698,2008
"9883","starbucks",-87.959406,42.1549,2008
"9884","starbucks",-87.960194,42.011499,2008
"9885","starbucks",-87.962813,41.894378,2008
"9886","starbucks",-87.964625,42.218556,2008
"9887","starbucks",-87.964807,42.196078,2008
"9888","starbucks",-87.9653,42.1827,2008
"9889","starbucks",-87.965634,42.383651,2008
"9890","starbucks",-87.96691,41.905514,2008
"9891","starbucks",-87.967749,43.015942,2008
"9892","starbucks",-87.969706,44.484267,2008
"9893","starbucks",-87.971225,42.384077,2008
"9894","starbucks",-87.971458,43.02835,2008
"9895","starbucks",-87.977374,41.845523,2008
"9896","starbucks",-87.978622,42.109728,2008
"9897","starbucks",-87.980532,42.10896,2008
"9898","starbucks",-87.981721,42.082678,2008
"9899","starbucks",-87.982434,41.861601,2008
"9900","starbucks",-87.983546,43.09032,2008
"9901","starbucks",-87.983817,42.154632,2008
"9902","starbucks",-87.9862,43.287395,2008
"9903","starbucks",-87.987548,41.809818,2008
"9904","starbucks",-87.99508,41.843156,2008
"9905","starbucks",-87.995523,42.051379,2008
"9906","starbucks",-87.999716,41.654168,2008
"9907","starbucks",-88.0013,42.2401,2008
"9908","starbucks",-88.002155,43.148274,2008
"9909","starbucks",-88.005219,42.002038,2008
"9910","starbucks",-88.006972,43.050144,2008
"9911","starbucks",-88.007222,41.839722,2008
"9912","starbucks",-88.008338,42.947572,2008
"9913","starbucks",-88.008451,42.959282,2008
"9914","starbucks",-88.009872,41.90558,2008
"9915","starbucks",-88.010493,41.79623,2008
"9916","starbucks",-88.01262,41.970325,2008
"9917","starbucks",-88.015554,42.088485,2008
"9918","starbucks",-88.016196,41.750537,2008
"9919","starbucks",-88.020046,41.85999,2008
"9920","starbucks",-88.020155,41.597911,2008
"9921","starbucks",-88.020921,42.275613,2008
"9922","starbucks",-88.021609,42.275744,2008
"9923","starbucks",-88.022559,42.08934,2008
"9924","starbucks",-88.026515,41.948291,2008
"9925","starbucks",-88.034606,42.040417,2008
"9926","starbucks",-88.038438,42.048765,2008
"9927","starbucks",-88.038468,42.048743,2008
"9928","starbucks",-88.039018,42.90502,2008
"9929","starbucks",-88.039093,42.051121,2008
"9930","starbucks",-88.039153,41.772269,2008
"9931","starbucks",-88.042317,41.721163,2008
"9932","starbucks",-88.042681,42.15695,2008
"9933","starbucks",-88.043,43.0477,2008
"9934","starbucks",-88.044353,42.284474,2008
"9935","starbucks",-88.045678,43.064432,2008
"9936","starbucks",-88.04643,42.037887,2008
"9937","starbucks",-88.046588,43.014803,2008
"9938","starbucks",-88.046842,42.997094,2008
"9939","starbucks",-88.047099,42.11305,2008
"9940","starbucks",-88.047197,42.991287,2008
"9941","starbucks",-88.047332,43.03173,2008
"9942","starbucks",-88.047907,42.039316,2008
"9943","starbucks",-88.047927,43.068401,2008
"9944","starbucks",-88.048271,42.939366,2008
"9945","starbucks",-88.048846,41.859527,2008
"9946","starbucks",-88.053391,42.340753,2008
"9947","starbucks",-88.05657,41.786292,2008
"9948","starbucks",-88.057809,41.859376,2008
"9949","starbucks",-88.063,42.380016,2008
"9950","starbucks",-88.0634,44.523817,2008
"9951","starbucks",-88.065875,41.876828,2008
"9952","starbucks",-88.065991,43.088806,2008
"9953","starbucks",-88.066152,43.08786,2008
"9954","starbucks",-88.066736,41.767847,2008
"9955","starbucks",-88.068809,41.68813,2008
"9956","starbucks",-88.072,41.9823,2008
"9957","starbucks",-88.072578,42.344457,2008
"9958","starbucks",-88.073344,30.680657,2008
"9959","starbucks",-88.0738,41.7022,2008
"9960","starbucks",-88.07491,41.932376,2008
"9961","starbucks",-88.075647,44.470839,2008
"9962","starbucks",-88.084455,41.526833,2008
"9963","starbucks",-88.085977,44.451372,2008
"9964","starbucks",-88.089082,41.98772,2008
"9965","starbucks",-88.092413,42.048517,2008
"9966","starbucks",-88.092574,42.184463,2008
"9967","starbucks",-88.099232,41.937528,2008
"9968","starbucks",-88.099247,41.833156,2008
"9969","starbucks",-88.100104,41.832798,2008
"9970","starbucks",-88.101063,41.917893,2008
"9971","starbucks",-88.102537,41.902076,2008
"9972","starbucks",-88.104451,43.035898,2008
"9973","starbucks",-88.106473,41.865098,2008
"9974","starbucks",-88.107505,41.888113,2008
"9975","starbucks",-88.108,43.1541,2008
"9976","starbucks",-88.10831,43.1549,2008
"9977","starbucks",-88.108629,42.976264,2008
"9978","starbucks",-88.109,43.0323,2008
"9979","starbucks",-88.109311,42.19382,2008
"9980","starbucks",-88.109731,41.778915,2008
"9981","starbucks",-88.109912,42.191441,2008
"9982","starbucks",-88.113581,42.11055,2008
"9983","starbucks",-88.11427,43.221024,2008
"9984","starbucks",-88.120521,41.951839,2008
"9985","starbucks",-88.12053,41.950734,2008
"9986","starbucks",-88.121768,41.70474,2008
"9987","starbucks",-88.12234,30.670107,2008
"9988","starbucks",-88.123631,30.675844,2008
"9989","starbucks",-88.12424,43.03721,2008
"9990","starbucks",-88.1247,41.642635,2008
"9991","starbucks",-88.1247,41.642651,2008
"9992","starbucks",-88.124879,41.701819,2008
"9993","starbucks",-88.125067,30.703405,2008
"9994","starbucks",-88.12561,41.680091,2008
"9995","starbucks",-88.125923,41.690398,2008
"9996","starbucks",-88.126722,41.793497,2008
"9997","starbucks",-88.128727,42.153573,2008
"9998","starbucks",-88.13235,43.19155,2008
"9999","starbucks",-88.135808,42.153451,2008
"10000","starbucks",-88.142554,41.859214,2008
"10001","starbucks",-88.143687,42.046496,2008
"10002","starbucks",-88.144492,42.067019,2008
"10003","starbucks",-88.144496,42.052039,2008
"10004","starbucks",-88.144703,30.675968,2008
"10005","starbucks",-88.14471,42.06174,2008
"10006","starbucks",-88.145575,41.785754,2008
"10007","starbucks",-88.145925,41.52206,2008
"10008","starbucks",-88.146752,41.770963,2008
"10009","starbucks",-88.149104,41.989258,2008
"10010","starbucks",-88.149311,41.772695,2008
"10011","starbucks",-88.153979,42.029607,2008
"10012","starbucks",-88.162657,41.747151,2008
"10013","starbucks",-88.163443,41.801202,2008
"10014","starbucks",-88.16816,43.035744,2008
"10015","starbucks",-88.168546,43.397626,2008
"10016","starbucks",-88.169168,42.363263,2008
"10017","starbucks",-88.176636,41.80488,2008
"10018","starbucks",-88.185926,39.4844,2008
"10019","starbucks",-88.187146,41.77959,2008
"10020","starbucks",-88.190174,30.661567,2008
"10021","starbucks",-88.1928,42.0665,2008
"10022","starbucks",-88.197296,41.7058,2008
"10023","starbucks",-88.19879,41.524194,2008
"10024","starbucks",-88.19927,41.537773,2008
"10025","starbucks",-88.202879,42.022015,2008
"10026","starbucks",-88.202973,42.016686,2008
"10027","starbucks",-88.203063,41.769659,2008
"10028","starbucks",-88.2031,41.6054,2008
"10029","starbucks",-88.203964,41.974832,2008
"10030","starbucks",-88.204213,41.708755,2008
"10031","starbucks",-88.204373,41.652715,2008
"10032","starbucks",-88.204379,40.112846,2008
"10033","starbucks",-88.205696,41.796535,2008
"10034","starbucks",-88.207268,41.946971,2008
"10035","starbucks",-88.208891,41.915314,2008
"10036","starbucks",-88.210581,41.780591,2008
"10037","starbucks",-88.2116,41.6972,2008
"10038","starbucks",-88.212311,42.194488,2008
"10039","starbucks",-88.212712,41.758327,2008
"10040","starbucks",-88.221634,42.433938,2008
"10041","starbucks",-88.225655,30.673475,2008
"10042","starbucks",-88.225939,30.68176,2008
"10043","starbucks",-88.22951,43.1413,2008
"10044","starbucks",-88.2303,43.0828,2008
"10045","starbucks",-88.232016,40.110269,2008
"10046","starbucks",-88.241499,43.024852,2008
"10047","starbucks",-88.243405,41.7592,2008
"10048","starbucks",-88.245294,41.758612,2008
"10049","starbucks",-88.250305,41.7571,2008
"10050","starbucks",-88.252442,41.73748,2008
"10051","starbucks",-88.25724,40.148274,2008
"10052","starbucks",-88.260479,42.988411,2008
"10053","starbucks",-88.263663,41.921146,2008
"10054","starbucks",-88.267262,42.363567,2008
"10055","starbucks",-88.27948,41.81456,2008
"10056","starbucks",-88.28682,42.09926,2008
"10057","starbucks",-88.307601,41.888156,2008
"10058","starbucks",-88.312089,41.913389,2008
"10059","starbucks",-88.315922,42.176711,2008
"10060","starbucks",-88.318163,42.242159,2008
"10061","starbucks",-88.328,41.8833,2008
"10062","starbucks",-88.3307,42.2263,2008
"10063","starbucks",-88.332129,42.125418,2008
"10064","starbucks",-88.335382,42.124464,2008
"10065","starbucks",-88.335583,42.182862,2008
"10066","starbucks",-88.337135,41.90072,2008
"10067","starbucks",-88.33769,41.8088,2008
"10068","starbucks",-88.338688,42.162237,2008
"10069","starbucks",-88.338978,41.912741,2008
"10070","starbucks",-88.339171,42.024653,2008
"10071","starbucks",-88.339274,41.687454,2008
"10072","starbucks",-88.339332,41.68738,2008
"10073","starbucks",-88.339807,41.9037,2008
"10074","starbucks",-88.340361,41.873375,2008
"10075","starbucks",-88.34075,41.97661,2008
"10076","starbucks",-88.341548,42.0257,2008
"10077","starbucks",-88.342159,41.851934,2008
"10078","starbucks",-88.346144,42.248196,2008
"10079","starbucks",-88.366602,44.243923,2008
"10080","starbucks",-88.37134,43.054129,2008
"10081","starbucks",-88.375114,41.7231,2008
"10082","starbucks",-88.376201,41.786078,2008
"10083","starbucks",-88.3766,43.0508,2008
"10084","starbucks",-88.405933,44.2618,2008
"10085","starbucks",-88.4131,42.5883,2008
"10086","starbucks",-88.413105,44.287214,2008
"10087","starbucks",-88.433344,42.592062,2008
"10088","starbucks",-88.447903,42.314023,2008
"10089","starbucks",-88.465904,43.0618,2008
"10090","starbucks",-88.469495,44.273002,2008
"10091","starbucks",-88.472527,41.693142,2008
"10092","starbucks",-88.479709,43.783818,2008
"10093","starbucks",-88.483995,44.177397,2008
"10094","starbucks",-88.48636,43.790184,2008
"10095","starbucks",-88.540628,44.039424,2008
"10096","starbucks",-88.567218,39.138551,2008
"10097","starbucks",-88.57953,43.998573,2008
"10098","starbucks",-88.581807,44.006237,2008
"10099","starbucks",-88.62257,42.627834,2008
"10100","starbucks",-88.647124,37.053419,2008
"10101","starbucks",-88.685021,37.077284,2008
"10102","starbucks",-88.721789,41.956485,2008
"10103","starbucks",-88.722041,41.956055,2008
"10104","starbucks",-88.73412,41.912865,2008
"10105","starbucks",-88.743753,34.255711,2008
"10106","starbucks",-88.771816,41.93106,2008
"10107","starbucks",-88.7944,33.4537,2008
"10108","starbucks",-88.82056,42.238113,2008
"10109","starbucks",-88.841703,42.234684,2008
"10110","starbucks",-88.84536,35.666782,2008
"10111","starbucks",-88.856175,35.686042,2008
"10112","starbucks",-88.860265,30.392302,2008
"10113","starbucks",-88.8846,30.4446,2008
"10114","starbucks",-88.885489,30.391534,2008
"10115","starbucks",-88.944887,37.740813,2008
"10116","starbucks",-88.95213,40.48016,2008
"10117","starbucks",-88.95311,40.515293,2008
"10118","starbucks",-88.95421,39.891295,2008
"10119","starbucks",-88.957001,40.510355,2008
"10120","starbucks",-88.959448,39.891157,2008
"10121","starbucks",-88.96274,40.461277,2008
"10122","starbucks",-88.970824,42.270839,2008
"10123","starbucks",-88.976609,30.40179,2008
"10124","starbucks",-88.977859,42.304803,2008
"10125","starbucks",-88.980568,42.717607,2008
"10126","starbucks",-88.985803,42.523544,2008
"10127","starbucks",-88.994956,42.266587,2008
"10128","starbucks",-88.999532,42.720972,2008
"10129","starbucks",-89.01979,42.365463,2008
"10130","starbucks",-89.021747,42.431601,2008
"10131","starbucks",-89.09668,30.43745,2008
"10132","starbucks",-89.129331,41.363228,2008
"10133","starbucks",-89.1294,41.3345,2008
"10134","starbucks",-89.185224,37.731333,2008
"10135","starbucks",-89.208583,37.725992,2008
"10136","starbucks",-89.219242,48.438432,2008
"10137","starbucks",-89.242059,48.402646,2008
"10138","starbucks",-89.244608,48.412185,2008
"10139","starbucks",-89.253764,48.451476,2008
"10140","starbucks",-89.27609,43.1925,2008
"10141","starbucks",-89.278978,48.380859,2008
"10142","starbucks",-89.309786,43.121001,2008
"10143","starbucks",-89.324568,43.047402,2008
"10144","starbucks",-89.330325,31.324781,2008
"10145","starbucks",-89.34463,31.325035,2008
"10146","starbucks",-89.383079,43.073896,2008
"10147","starbucks",-89.386223,31.320966,2008
"10148","starbucks",-89.396873,43.074836,2008
"10149","starbucks",-89.429729,43.017724,2008
"10150","starbucks",-89.448015,43.075207,2008
"10151","starbucks",-89.491203,43.015681,2008
"10152","starbucks",-89.497939,43.106673,2008
"10153","starbucks",-89.501285,43.0596,2008
"10154","starbucks",-89.5125,44.4968,2008
"10155","starbucks",-89.52708,43.06251,2008
"10156","starbucks",-89.527383,43.090184,2008
"10157","starbucks",-89.5636,37.3271,2008
"10158","starbucks",-89.574259,40.73208,2008
"10159","starbucks",-89.574879,44.533961,2008
"10160","starbucks",-89.576594,37.302832,2008
"10161","starbucks",-89.597086,40.542558,2008
"10162","starbucks",-89.60265,40.783362,2008
"10163","starbucks",-89.605559,39.801915,2008
"10164","starbucks",-89.612452,40.746995,2008
"10165","starbucks",-89.612861,40.699105,2008
"10166","starbucks",-89.6367,40.750037,2008
"10167","starbucks",-89.6393,40.7728,2008
"10168","starbucks",-89.644742,39.757486,2008
"10169","starbucks",-89.645766,39.800298,2008
"10170","starbucks",-89.649549,44.914862,2008
"10171","starbucks",-89.656119,44.960668,2008
"10172","starbucks",-89.687088,39.79963,2008
"10173","starbucks",-89.68988,35.04925,2008
"10174","starbucks",-89.692603,35.046182,2008
"10175","starbucks",-89.707832,39.75195,2008
"10176","starbucks",-89.70854,39.749008,2008
"10177","starbucks",-89.728098,35.157497,2008
"10178","starbucks",-89.733292,35.050509,2008
"10179","starbucks",-89.74807,30.284262,2008
"10180","starbucks",-89.757024,35.066983,2008
"10181","starbucks",-89.757751,35.066225,2008
"10182","starbucks",-89.779153,30.286452,2008
"10183","starbucks",-89.7863,43.6744,2008
"10184","starbucks",-89.791143,35.199267,2008
"10185","starbucks",-89.791342,35.20115,2008
"10186","starbucks",-89.794611,35.151809,2008
"10187","starbucks",-89.796502,35.137892,2008
"10188","starbucks",-89.796874,35.204561,2008
"10189","starbucks",-89.797759,35.138412,2008
"10190","starbucks",-89.798109,35.048009,2008
"10191","starbucks",-89.806772,35.047252,2008
"10192","starbucks",-89.810379,35.093607,2008
"10193","starbucks",-89.825887,30.305264,2008
"10194","starbucks",-89.840611,35.206336,2008
"10195","starbucks",-89.84258,35.072563,2008
"10196","starbucks",-89.844255,34.962261,2008
"10197","starbucks",-89.858994,35.101786,2008
"10198","starbucks",-89.860611,35.129403,2008
"10199","starbucks",-89.863496,35.102499,2008
"10200","starbucks",-89.866085,35.16917,2008
"10201","starbucks",-89.87291,35.104259,2008
"10202","starbucks",-89.888493,35.109205,2008
"10203","starbucks",-89.891716,35.361108,2008
"10204","starbucks",-89.897901,34.962421,2008
"10205","starbucks",-89.913378,35.117305,2008
"10206","starbucks",-89.931358,38.573544,2008
"10207","starbucks",-89.949047,35.129192,2008
"10208","starbucks",-89.9668,38.8215,2008
"10209","starbucks",-89.980836,35.052029,2008
"10210","starbucks",-89.980836,35.052029,2008
"10211","starbucks",-89.980836,35.052029,2008
"10212","starbucks",-89.980836,35.052029,2008
"10213","starbucks",-89.980836,35.052029,2008
"10214","starbucks",-89.98232,38.59342,2008
"10215","starbucks",-89.985161,38.571336,2008
"10216","starbucks",-89.985538,34.962747,2008
"10217","starbucks",-89.9962,38.7929,2008
"10218","starbucks",-89.999602,35.135679,2008
"10219","starbucks",-90.0146,38.5112,2008
"10220","starbucks",-90.01505,38.676018,2008
"10221","starbucks",-90.030943,29.888919,2008
"10222","starbucks",-90.044651,35.1523,2008
"10223","starbucks",-90.052336,35.138537,2008
"10224","starbucks",-90.059072,29.892789,2008
"10225","starbucks",-90.06033,32.34314,2008
"10226","starbucks",-90.064256,29.949739,2008
"10227","starbucks",-90.064458,29.942651,2008
"10228","starbucks",-90.064673,29.94432,2008
"10229","starbucks",-90.065754,29.951082,2008
"10230","starbucks",-90.067647,29.952393,2008
"10231","starbucks",-90.067726,29.951872,2008
"10232","starbucks",-90.07379,32.284588,2008
"10233","starbucks",-90.082502,29.926218,2008
"10234","starbucks",-90.087417,30.393571,2008
"10235","starbucks",-90.090515,30.3737,2008
"10236","starbucks",-90.098497,29.879809,2008
"10237","starbucks",-90.10249,30.4622,2008
"10238","starbucks",-90.105783,30.004355,2008
"10239","starbucks",-90.126852,30.001052,2008
"10240","starbucks",-90.129495,29.94181,2008
"10241","starbucks",-90.14205,30.444597,2008
"10242","starbucks",-90.144998,32.402451,2008
"10243","starbucks",-90.146381,32.272018,2008
"10244","starbucks",-90.149534,32.35632,2008
"10245","starbucks",-90.162096,44.683104,2008
"10246","starbucks",-90.187819,38.625806,2008
"10247","starbucks",-90.189114,29.966381,2008
"10248","starbucks",-90.189954,38.628233,2008
"10249","starbucks",-90.1911,30.0122,2008
"10250","starbucks",-90.192315,38.624159,2008
"10251","starbucks",-90.192513,38.630905,2008
"10252","starbucks",-90.210683,38.596981,2008
"10253","starbucks",-90.214094,29.951299,2008
"10254","starbucks",-90.231829,30.005928,2008
"10255","starbucks",-90.257126,30.021269,2008
"10256","starbucks",-90.261051,38.644628,2008
"10257","starbucks",-90.261424,38.557846,2008
"10258","starbucks",-90.276885,38.727296,2008
"10259","starbucks",-90.294829,38.592592,2008
"10260","starbucks",-90.304046,38.590514,2008
"10261","starbucks",-90.30637,38.656529,2008
"10262","starbucks",-90.32634,32.330758,2008
"10263","starbucks",-90.328505,38.504319,2008
